"P1","P2","P3","P4","P5","Gold","Silver","Bronze","TotalScore","MedalCount","VT","FX","HB","PB","PH","SR"
"blixt_landen_paul","christopulos_taylor_troy","moldauer_yul","wiskus_shane","whittenburg_donnell",0,1,0,54,1,"whittenburg_donnell, blixt_landen_paul, christopulos_taylor_troy, moldauer_yul","blixt_landen_paul, christopulos_taylor_troy, whittenburg_donnell, moldauer_yul","wiskus_shane, blixt_landen_paul, whittenburg_donnell, moldauer_yul","whittenburg_donnell, wiskus_shane, blixt_landen_paul, moldauer_yul","whittenburg_donnell, moldauer_yul, blixt_landen_paul, wiskus_shane","moldauer_yul, whittenburg_donnell, christopulos_taylor_troy, wiskus_shane"
"blixt_landen_paul","karnes_joshua_andrew","wiskus_shane","richard_frederick","whittenburg_donnell",0,1,0,54,1,"richard_frederick, blixt_landen_paul, karnes_joshua_andrew, whittenburg_donnell","karnes_joshua_andrew, whittenburg_donnell, richard_frederick, blixt_landen_paul","karnes_joshua_andrew, wiskus_shane, blixt_landen_paul, whittenburg_donnell","wiskus_shane, whittenburg_donnell, blixt_landen_paul, karnes_joshua_andrew","wiskus_shane, richard_frederick, blixt_landen_paul, whittenburg_donnell","wiskus_shane, blixt_landen_paul, whittenburg_donnell, richard_frederick"
"blixt_landen_paul","wiskus_shane","richard_frederick","nedoroscik_stephen","whittenburg_donnell",0,1,1,54,1,"wiskus_shane, nedoroscik_stephen, blixt_landen_paul, whittenburg_donnell","blixt_landen_paul, richard_frederick, wiskus_shane, nedoroscik_stephen","nedoroscik_stephen, whittenburg_donnell, blixt_landen_paul, wiskus_shane","richard_frederick, blixt_landen_paul, wiskus_shane, nedoroscik_stephen","richard_frederick, whittenburg_donnell, nedoroscik_stephen, wiskus_shane","whittenburg_donnell, wiskus_shane, nedoroscik_stephen, richard_frederick"
"walker_colt","christopulos_taylor_troy","karnes_joshua_andrew","hong_asher","richard_frederick",0,1,0,54,1,"richard_frederick, hong_asher, karnes_joshua_andrew, christopulos_taylor_troy","richard_frederick, christopulos_taylor_troy, walker_colt, hong_asher","hong_asher, karnes_joshua_andrew, walker_colt, richard_frederick","walker_colt, richard_frederick, hong_asher, christopulos_taylor_troy","richard_frederick, christopulos_taylor_troy, walker_colt, karnes_joshua_andrew","christopulos_taylor_troy, richard_frederick, walker_colt, karnes_joshua_andrew"
"walker_colt","christopulos_taylor_troy","richard_frederick","malone_brody","nedoroscik_stephen",0,1,1,54,1,"walker_colt, christopulos_taylor_troy, nedoroscik_stephen, malone_brody","malone_brody, richard_frederick, christopulos_taylor_troy, walker_colt","malone_brody, richard_frederick, walker_colt, christopulos_taylor_troy","walker_colt, nedoroscik_stephen, christopulos_taylor_troy, malone_brody","nedoroscik_stephen, walker_colt, malone_brody, richard_frederick","richard_frederick, walker_colt, malone_brody, nedoroscik_stephen"
"walker_colt","christopulos_taylor_troy","richard_frederick","nedoroscik_stephen","skirkey_ian",0,0,1,54,0,"richard_frederick, skirkey_ian, nedoroscik_stephen, christopulos_taylor_troy","christopulos_taylor_troy, nedoroscik_stephen, richard_frederick, skirkey_ian","richard_frederick, christopulos_taylor_troy, skirkey_ian, walker_colt","skirkey_ian, richard_frederick, nedoroscik_stephen, walker_colt","nedoroscik_stephen, skirkey_ian, walker_colt, christopulos_taylor_troy","nedoroscik_stephen, christopulos_taylor_troy, skirkey_ian, walker_colt"
"walker_colt","wiskus_shane","loos_riley","malone_brody","whittenburg_donnell",0,1,1,54,1,"walker_colt, loos_riley, whittenburg_donnell, wiskus_shane","wiskus_shane, loos_riley, whittenburg_donnell, malone_brody","whittenburg_donnell, walker_colt, malone_brody, loos_riley","whittenburg_donnell, wiskus_shane, walker_colt, loos_riley","loos_riley, whittenburg_donnell, malone_brody, walker_colt","loos_riley, whittenburg_donnell, walker_colt, wiskus_shane"
"christopulos_taylor_troy","karnes_joshua_andrew","hong_asher","wiskus_shane","richard_frederick",0,1,0,54,1,"hong_asher, karnes_joshua_andrew, christopulos_taylor_troy, richard_frederick","richard_frederick, christopulos_taylor_troy, karnes_joshua_andrew, wiskus_shane","karnes_joshua_andrew, wiskus_shane, hong_asher, christopulos_taylor_troy","hong_asher, karnes_joshua_andrew, christopulos_taylor_troy, richard_frederick","christopulos_taylor_troy, wiskus_shane, hong_asher, richard_frederick","hong_asher, richard_frederick, christopulos_taylor_troy, karnes_joshua_andrew"
"christopulos_taylor_troy","karnes_joshua_andrew","hong_asher","phillips_curran","whittenburg_donnell",0,1,0,54,1,"phillips_curran, whittenburg_donnell, christopulos_taylor_troy, hong_asher","christopulos_taylor_troy, hong_asher, phillips_curran, karnes_joshua_andrew","karnes_joshua_andrew, whittenburg_donnell, christopulos_taylor_troy, phillips_curran","phillips_curran, whittenburg_donnell, hong_asher, christopulos_taylor_troy","phillips_curran, christopulos_taylor_troy, hong_asher, karnes_joshua_andrew","phillips_curran, whittenburg_donnell, christopulos_taylor_troy, hong_asher"
"christopulos_taylor_troy","karnes_joshua_andrew","moldauer_yul","wiskus_shane","nedoroscik_stephen",0,1,0,54,1,"moldauer_yul, nedoroscik_stephen, karnes_joshua_andrew, christopulos_taylor_troy","nedoroscik_stephen, karnes_joshua_andrew, wiskus_shane, moldauer_yul","karnes_joshua_andrew, wiskus_shane, christopulos_taylor_troy, moldauer_yul","karnes_joshua_andrew, nedoroscik_stephen, moldauer_yul, wiskus_shane","christopulos_taylor_troy, nedoroscik_stephen, wiskus_shane, karnes_joshua_andrew","christopulos_taylor_troy, karnes_joshua_andrew, moldauer_yul, wiskus_shane"
"christopulos_taylor_troy","karnes_joshua_andrew","richard_frederick","loos_riley","phillips_curran",0,1,1,54,1,"loos_riley, phillips_curran, richard_frederick, karnes_joshua_andrew","richard_frederick, christopulos_taylor_troy, phillips_curran, loos_riley","richard_frederick, loos_riley, karnes_joshua_andrew, phillips_curran","christopulos_taylor_troy, karnes_joshua_andrew, loos_riley, richard_frederick","phillips_curran, richard_frederick, karnes_joshua_andrew, christopulos_taylor_troy","richard_frederick, christopulos_taylor_troy, phillips_curran, loos_riley"
"christopulos_taylor_troy","karnes_joshua_andrew","richard_frederick","loos_riley","nedoroscik_stephen",0,1,1,54,1,"christopulos_taylor_troy, nedoroscik_stephen, richard_frederick, karnes_joshua_andrew","loos_riley, christopulos_taylor_troy, nedoroscik_stephen, richard_frederick","richard_frederick, christopulos_taylor_troy, loos_riley, nedoroscik_stephen","nedoroscik_stephen, karnes_joshua_andrew, richard_frederick, christopulos_taylor_troy","richard_frederick, christopulos_taylor_troy, loos_riley, nedoroscik_stephen","loos_riley, richard_frederick, christopulos_taylor_troy, nedoroscik_stephen"
"christopulos_taylor_troy","hong_asher","richard_frederick","malone_brody","skirkey_ian",0,1,0,54,1,"skirkey_ian, christopulos_taylor_troy, hong_asher, richard_frederick","hong_asher, malone_brody, richard_frederick, skirkey_ian","christopulos_taylor_troy, richard_frederick, hong_asher, malone_brody","hong_asher, christopulos_taylor_troy, malone_brody, skirkey_ian","malone_brody, richard_frederick, christopulos_taylor_troy, hong_asher","skirkey_ian, richard_frederick, hong_asher, christopulos_taylor_troy"
"karnes_joshua_andrew","hong_asher","moldauer_yul","loos_riley","skirkey_ian",0,0,1,54,0,"skirkey_ian, moldauer_yul, hong_asher, karnes_joshua_andrew","karnes_joshua_andrew, moldauer_yul, skirkey_ian, hong_asher","hong_asher, skirkey_ian, loos_riley, moldauer_yul","karnes_joshua_andrew, hong_asher, skirkey_ian, moldauer_yul","hong_asher, moldauer_yul, loos_riley, karnes_joshua_andrew","skirkey_ian, karnes_joshua_andrew, hong_asher, loos_riley"
"hong_asher","wiskus_shane","richard_frederick","malone_brody","whittenburg_donnell",0,0,1,54,0,"richard_frederick, malone_brody, hong_asher, wiskus_shane","richard_frederick, wiskus_shane, hong_asher, malone_brody","malone_brody, hong_asher, whittenburg_donnell, wiskus_shane","richard_frederick, hong_asher, whittenburg_donnell, wiskus_shane","richard_frederick, hong_asher, whittenburg_donnell, malone_brody","hong_asher, wiskus_shane, whittenburg_donnell, richard_frederick"
"hong_asher","richard_frederick","malone_brody","phillips_curran","skirkey_ian",0,0,0,54,0,"phillips_curran, malone_brody, hong_asher, richard_frederick","skirkey_ian, malone_brody, hong_asher, phillips_curran","richard_frederick, hong_asher, malone_brody, phillips_curran","hong_asher, malone_brody, phillips_curran, richard_frederick","richard_frederick, phillips_curran, malone_brody, skirkey_ian","malone_brody, phillips_curran, skirkey_ian, richard_frederick"
"moldauer_yul","richard_frederick","phillips_curran","nedoroscik_stephen","whittenburg_donnell",0,1,0,54,1,"nedoroscik_stephen, richard_frederick, moldauer_yul, whittenburg_donnell","phillips_curran, whittenburg_donnell, richard_frederick, moldauer_yul","whittenburg_donnell, moldauer_yul, richard_frederick, phillips_curran","whittenburg_donnell, nedoroscik_stephen, phillips_curran, moldauer_yul","nedoroscik_stephen, moldauer_yul, richard_frederick, whittenburg_donnell","nedoroscik_stephen, richard_frederick, phillips_curran, whittenburg_donnell"
"blixt_landen_paul","walker_colt","christopulos_taylor_troy","nedoroscik_stephen","skirkey_ian",0,1,0,53,1,"skirkey_ian, nedoroscik_stephen, blixt_landen_paul, christopulos_taylor_troy","christopulos_taylor_troy, skirkey_ian, nedoroscik_stephen, blixt_landen_paul","christopulos_taylor_troy, skirkey_ian, nedoroscik_stephen, blixt_landen_paul","blixt_landen_paul, skirkey_ian, christopulos_taylor_troy, walker_colt","blixt_landen_paul, christopulos_taylor_troy, nedoroscik_stephen, walker_colt","skirkey_ian, christopulos_taylor_troy, blixt_landen_paul, walker_colt"
"blixt_landen_paul","walker_colt","hong_asher","malone_brody","nedoroscik_stephen",0,1,0,53,1,"walker_colt, malone_brody, blixt_landen_paul, nedoroscik_stephen","malone_brody, walker_colt, nedoroscik_stephen, blixt_landen_paul","walker_colt, blixt_landen_paul, nedoroscik_stephen, hong_asher","blixt_landen_paul, hong_asher, malone_brody, nedoroscik_stephen","hong_asher, malone_brody, nedoroscik_stephen, walker_colt","blixt_landen_paul, malone_brody, hong_asher, walker_colt"
"blixt_landen_paul","walker_colt","richard_frederick","skirkey_ian","whittenburg_donnell",0,0,2,53,0,"whittenburg_donnell, richard_frederick, skirkey_ian, blixt_landen_paul","richard_frederick, whittenburg_donnell, skirkey_ian, walker_colt","walker_colt, richard_frederick, whittenburg_donnell, skirkey_ian","whittenburg_donnell, walker_colt, richard_frederick, skirkey_ian","richard_frederick, skirkey_ian, walker_colt, blixt_landen_paul","whittenburg_donnell, richard_frederick, walker_colt, skirkey_ian"
"blixt_landen_paul","christopulos_taylor_troy","karnes_joshua_andrew","hong_asher","moldauer_yul",0,1,0,53,1,"hong_asher, blixt_landen_paul, karnes_joshua_andrew, moldauer_yul","karnes_joshua_andrew, blixt_landen_paul, hong_asher, christopulos_taylor_troy","moldauer_yul, christopulos_taylor_troy, blixt_landen_paul, hong_asher","moldauer_yul, karnes_joshua_andrew, hong_asher, blixt_landen_paul","blixt_landen_paul, hong_asher, christopulos_taylor_troy, karnes_joshua_andrew","hong_asher, moldauer_yul, blixt_landen_paul, christopulos_taylor_troy"
"blixt_landen_paul","christopulos_taylor_troy","hong_asher","moldauer_yul","wiskus_shane",0,1,0,53,1,"christopulos_taylor_troy, moldauer_yul, blixt_landen_paul, wiskus_shane","christopulos_taylor_troy, moldauer_yul, wiskus_shane, hong_asher","blixt_landen_paul, wiskus_shane, hong_asher, moldauer_yul","hong_asher, christopulos_taylor_troy, wiskus_shane, moldauer_yul","hong_asher, moldauer_yul, christopulos_taylor_troy, blixt_landen_paul","hong_asher, wiskus_shane, moldauer_yul, christopulos_taylor_troy"
"blixt_landen_paul","christopulos_taylor_troy","hong_asher","wiskus_shane","whittenburg_donnell",0,0,2,53,0,"wiskus_shane, whittenburg_donnell, christopulos_taylor_troy, hong_asher","hong_asher, whittenburg_donnell, blixt_landen_paul, christopulos_taylor_troy","blixt_landen_paul, hong_asher, christopulos_taylor_troy, wiskus_shane","christopulos_taylor_troy, hong_asher, whittenburg_donnell, wiskus_shane","wiskus_shane, hong_asher, christopulos_taylor_troy, whittenburg_donnell","blixt_landen_paul, whittenburg_donnell, hong_asher, christopulos_taylor_troy"
"blixt_landen_paul","christopulos_taylor_troy","hong_asher","richard_frederick","loos_riley",0,0,1,53,0,"richard_frederick, blixt_landen_paul, loos_riley, christopulos_taylor_troy","richard_frederick, loos_riley, hong_asher, blixt_landen_paul","blixt_landen_paul, loos_riley, richard_frederick, christopulos_taylor_troy","hong_asher, richard_frederick, christopulos_taylor_troy, loos_riley","richard_frederick, christopulos_taylor_troy, loos_riley, hong_asher","loos_riley, hong_asher, christopulos_taylor_troy, blixt_landen_paul"
"blixt_landen_paul","christopulos_taylor_troy","hong_asher","nedoroscik_stephen","skirkey_ian",0,1,0,53,1,"nedoroscik_stephen, christopulos_taylor_troy, hong_asher, blixt_landen_paul","skirkey_ian, blixt_landen_paul, hong_asher, christopulos_taylor_troy","hong_asher, christopulos_taylor_troy, blixt_landen_paul, nedoroscik_stephen","skirkey_ian, nedoroscik_stephen, blixt_landen_paul, christopulos_taylor_troy","skirkey_ian, nedoroscik_stephen, hong_asher, christopulos_taylor_troy","skirkey_ian, nedoroscik_stephen, christopulos_taylor_troy, blixt_landen_paul"
"blixt_landen_paul","christopulos_taylor_troy","wiskus_shane","richard_frederick","whittenburg_donnell",0,0,2,53,0,"christopulos_taylor_troy, richard_frederick, wiskus_shane, blixt_landen_paul","whittenburg_donnell, blixt_landen_paul, christopulos_taylor_troy, wiskus_shane","whittenburg_donnell, blixt_landen_paul, wiskus_shane, richard_frederick","wiskus_shane, christopulos_taylor_troy, richard_frederick, blixt_landen_paul","whittenburg_donnell, richard_frederick, christopulos_taylor_troy, blixt_landen_paul","whittenburg_donnell, blixt_landen_paul, richard_frederick, wiskus_shane"
"blixt_landen_paul","karnes_joshua_andrew","hong_asher","wiskus_shane","whittenburg_donnell",0,1,0,53,1,"karnes_joshua_andrew, wiskus_shane, whittenburg_donnell, hong_asher","hong_asher, blixt_landen_paul, karnes_joshua_andrew, whittenburg_donnell","blixt_landen_paul, karnes_joshua_andrew, hong_asher, whittenburg_donnell","blixt_landen_paul, hong_asher, karnes_joshua_andrew, wiskus_shane","hong_asher, wiskus_shane, blixt_landen_paul, whittenburg_donnell","whittenburg_donnell, wiskus_shane, karnes_joshua_andrew, blixt_landen_paul"
"blixt_landen_paul","karnes_joshua_andrew","wiskus_shane","phillips_curran","nedoroscik_stephen",0,1,0,53,1,"nedoroscik_stephen, karnes_joshua_andrew, wiskus_shane, phillips_curran","nedoroscik_stephen, wiskus_shane, phillips_curran, karnes_joshua_andrew","phillips_curran, nedoroscik_stephen, karnes_joshua_andrew, wiskus_shane","wiskus_shane, nedoroscik_stephen, phillips_curran, karnes_joshua_andrew","nedoroscik_stephen, phillips_curran, karnes_joshua_andrew, blixt_landen_paul","karnes_joshua_andrew, nedoroscik_stephen, blixt_landen_paul, phillips_curran"
"blixt_landen_paul","richard_frederick","phillips_curran","nedoroscik_stephen","whittenburg_donnell",0,1,0,53,1,"phillips_curran, whittenburg_donnell, blixt_landen_paul, nedoroscik_stephen","nedoroscik_stephen, phillips_curran, blixt_landen_paul, whittenburg_donnell","nedoroscik_stephen, phillips_curran, blixt_landen_paul, richard_frederick","whittenburg_donnell, richard_frederick, phillips_curran, nedoroscik_stephen","phillips_curran, whittenburg_donnell, richard_frederick, nedoroscik_stephen","blixt_landen_paul, nedoroscik_stephen, richard_frederick, phillips_curran"
"blixt_landen_paul","loos_riley","malone_brody","phillips_curran","whittenburg_donnell",0,1,1,53,1,"blixt_landen_paul, loos_riley, phillips_curran, malone_brody","malone_brody, loos_riley, blixt_landen_paul, phillips_curran","blixt_landen_paul, whittenburg_donnell, phillips_curran, malone_brody","malone_brody, blixt_landen_paul, phillips_curran, loos_riley","whittenburg_donnell, blixt_landen_paul, phillips_curran, loos_riley","loos_riley, whittenburg_donnell, malone_brody, phillips_curran"
"walker_colt","karnes_joshua_andrew","hong_asher","skirkey_ian","whittenburg_donnell",0,1,0,53,1,"skirkey_ian, karnes_joshua_andrew, whittenburg_donnell, walker_colt","walker_colt, skirkey_ian, hong_asher, whittenburg_donnell","hong_asher, karnes_joshua_andrew, walker_colt, whittenburg_donnell","whittenburg_donnell, walker_colt, skirkey_ian, hong_asher","skirkey_ian, walker_colt, karnes_joshua_andrew, hong_asher","karnes_joshua_andrew, hong_asher, walker_colt, skirkey_ian"
"walker_colt","karnes_joshua_andrew","malone_brody","nedoroscik_stephen","whittenburg_donnell",0,1,0,53,1,"malone_brody, karnes_joshua_andrew, whittenburg_donnell, nedoroscik_stephen","malone_brody, walker_colt, whittenburg_donnell, karnes_joshua_andrew","walker_colt, karnes_joshua_andrew, malone_brody, nedoroscik_stephen","whittenburg_donnell, karnes_joshua_andrew, nedoroscik_stephen, malone_brody","nedoroscik_stephen, malone_brody, walker_colt, whittenburg_donnell","whittenburg_donnell, nedoroscik_stephen, karnes_joshua_andrew, walker_colt"
"walker_colt","hong_asher","moldauer_yul","loos_riley","malone_brody",0,0,1,53,0,"malone_brody, moldauer_yul, loos_riley, hong_asher","walker_colt, moldauer_yul, hong_asher, malone_brody","moldauer_yul, malone_brody, loos_riley, walker_colt","hong_asher, malone_brody, loos_riley, moldauer_yul","malone_brody, moldauer_yul, walker_colt, hong_asher","loos_riley, malone_brody, walker_colt, hong_asher"
"walker_colt","hong_asher","richard_frederick","nedoroscik_stephen","skirkey_ian",0,1,0,53,1,"richard_frederick, nedoroscik_stephen, skirkey_ian, walker_colt","skirkey_ian, hong_asher, walker_colt, richard_frederick","skirkey_ian, walker_colt, richard_frederick, hong_asher","hong_asher, walker_colt, skirkey_ian, nedoroscik_stephen","richard_frederick, nedoroscik_stephen, walker_colt, hong_asher","richard_frederick, hong_asher, walker_colt, skirkey_ian"
"christopulos_taylor_troy","karnes_joshua_andrew","moldauer_yul","wiskus_shane","phillips_curran",0,0,1,53,0,"phillips_curran, wiskus_shane, karnes_joshua_andrew, moldauer_yul","phillips_curran, christopulos_taylor_troy, moldauer_yul, wiskus_shane","moldauer_yul, phillips_curran, christopulos_taylor_troy, wiskus_shane","christopulos_taylor_troy, moldauer_yul, wiskus_shane, karnes_joshua_andrew","karnes_joshua_andrew, moldauer_yul, christopulos_taylor_troy, wiskus_shane","wiskus_shane, phillips_curran, christopulos_taylor_troy, karnes_joshua_andrew"
"christopulos_taylor_troy","karnes_joshua_andrew","moldauer_yul","richard_frederick","skirkey_ian",0,1,0,53,1,"moldauer_yul, karnes_joshua_andrew, skirkey_ian, richard_frederick","moldauer_yul, karnes_joshua_andrew, skirkey_ian, richard_frederick","christopulos_taylor_troy, skirkey_ian, richard_frederick, karnes_joshua_andrew","skirkey_ian, karnes_joshua_andrew, richard_frederick, christopulos_taylor_troy","moldauer_yul, skirkey_ian, christopulos_taylor_troy, richard_frederick","christopulos_taylor_troy, skirkey_ian, karnes_joshua_andrew, richard_frederick"
"christopulos_taylor_troy","karnes_joshua_andrew","wiskus_shane","richard_frederick","malone_brody",0,1,1,53,1,"christopulos_taylor_troy, malone_brody, karnes_joshua_andrew, wiskus_shane","karnes_joshua_andrew, richard_frederick, christopulos_taylor_troy, wiskus_shane","christopulos_taylor_troy, malone_brody, karnes_joshua_andrew, richard_frederick","wiskus_shane, christopulos_taylor_troy, richard_frederick, malone_brody","malone_brody, richard_frederick, karnes_joshua_andrew, wiskus_shane","richard_frederick, christopulos_taylor_troy, karnes_joshua_andrew, malone_brody"
"christopulos_taylor_troy","hong_asher","richard_frederick","loos_riley","nedoroscik_stephen",0,0,2,53,0,"christopulos_taylor_troy, nedoroscik_stephen, hong_asher, richard_frederick","nedoroscik_stephen, hong_asher, richard_frederick, christopulos_taylor_troy","loos_riley, hong_asher, christopulos_taylor_troy, nedoroscik_stephen","richard_frederick, nedoroscik_stephen, hong_asher, christopulos_taylor_troy","richard_frederick, loos_riley, hong_asher, nedoroscik_stephen","richard_frederick, christopulos_taylor_troy, nedoroscik_stephen, hong_asher"
"christopulos_taylor_troy","hong_asher","richard_frederick","loos_riley","whittenburg_donnell",0,1,1,53,1,"hong_asher, richard_frederick, loos_riley, christopulos_taylor_troy","christopulos_taylor_troy, whittenburg_donnell, loos_riley, richard_frederick","loos_riley, whittenburg_donnell, christopulos_taylor_troy, richard_frederick","hong_asher, whittenburg_donnell, loos_riley, christopulos_taylor_troy","christopulos_taylor_troy, richard_frederick, whittenburg_donnell, loos_riley","hong_asher, whittenburg_donnell, loos_riley, richard_frederick"
"karnes_joshua_andrew","richard_frederick","phillips_curran","nedoroscik_stephen","whittenburg_donnell",0,1,0,53,1,"phillips_curran, richard_frederick, karnes_joshua_andrew, whittenburg_donnell","whittenburg_donnell, nedoroscik_stephen, phillips_curran, richard_frederick","richard_frederick, phillips_curran, nedoroscik_stephen, whittenburg_donnell","phillips_curran, karnes_joshua_andrew, richard_frederick, nedoroscik_stephen","richard_frederick, whittenburg_donnell, phillips_curran, nedoroscik_stephen","karnes_joshua_andrew, phillips_curran, richard_frederick, whittenburg_donnell"
"hong_asher","moldauer_yul","wiskus_shane","loos_riley","phillips_curran",0,1,0,53,1,"hong_asher, phillips_curran, loos_riley, wiskus_shane","hong_asher, moldauer_yul, loos_riley, phillips_curran","wiskus_shane, hong_asher, phillips_curran, moldauer_yul","wiskus_shane, loos_riley, moldauer_yul, hong_asher","phillips_curran, hong_asher, moldauer_yul, loos_riley","phillips_curran, hong_asher, wiskus_shane, moldauer_yul"
"hong_asher","wiskus_shane","richard_frederick","nedoroscik_stephen","skirkey_ian",0,1,0,53,1,"wiskus_shane, hong_asher, richard_frederick, skirkey_ian","nedoroscik_stephen, hong_asher, skirkey_ian, wiskus_shane","nedoroscik_stephen, hong_asher, skirkey_ian, wiskus_shane","wiskus_shane, nedoroscik_stephen, skirkey_ian, richard_frederick","skirkey_ian, nedoroscik_stephen, wiskus_shane, hong_asher","wiskus_shane, hong_asher, nedoroscik_stephen, skirkey_ian"
"blixt_landen_paul","walker_colt","christopulos_taylor_troy","loos_riley","malone_brody",0,1,1,52,1,"loos_riley, malone_brody, walker_colt, blixt_landen_paul","walker_colt, loos_riley, malone_brody, christopulos_taylor_troy","christopulos_taylor_troy, malone_brody, blixt_landen_paul, walker_colt","loos_riley, walker_colt, blixt_landen_paul, christopulos_taylor_troy","malone_brody, blixt_landen_paul, loos_riley, christopulos_taylor_troy","malone_brody, loos_riley, christopulos_taylor_troy, walker_colt"
"blixt_landen_paul","christopulos_taylor_troy","karnes_joshua_andrew","wiskus_shane","nedoroscik_stephen",0,1,0,52,1,"wiskus_shane, christopulos_taylor_troy, nedoroscik_stephen, blixt_landen_paul","karnes_joshua_andrew, wiskus_shane, nedoroscik_stephen, christopulos_taylor_troy","nedoroscik_stephen, karnes_joshua_andrew, christopulos_taylor_troy, blixt_landen_paul","nedoroscik_stephen, karnes_joshua_andrew, blixt_landen_paul, christopulos_taylor_troy","karnes_joshua_andrew, nedoroscik_stephen, wiskus_shane, blixt_landen_paul","blixt_landen_paul, karnes_joshua_andrew, wiskus_shane, nedoroscik_stephen"
"blixt_landen_paul","christopulos_taylor_troy","hong_asher","wiskus_shane","loos_riley",0,1,1,52,1,"christopulos_taylor_troy, blixt_landen_paul, wiskus_shane, loos_riley","wiskus_shane, hong_asher, loos_riley, christopulos_taylor_troy","blixt_landen_paul, christopulos_taylor_troy, loos_riley, wiskus_shane","christopulos_taylor_troy, wiskus_shane, blixt_landen_paul, hong_asher","loos_riley, christopulos_taylor_troy, blixt_landen_paul, hong_asher","christopulos_taylor_troy, blixt_landen_paul, wiskus_shane, loos_riley"
"blixt_landen_paul","christopulos_taylor_troy","moldauer_yul","malone_brody","whittenburg_donnell",0,0,2,52,0,"christopulos_taylor_troy, moldauer_yul, malone_brody, whittenburg_donnell","malone_brody, christopulos_taylor_troy, blixt_landen_paul, moldauer_yul","moldauer_yul, whittenburg_donnell, malone_brody, christopulos_taylor_troy","whittenburg_donnell, christopulos_taylor_troy, blixt_landen_paul, moldauer_yul","christopulos_taylor_troy, blixt_landen_paul, whittenburg_donnell, moldauer_yul","christopulos_taylor_troy, moldauer_yul, blixt_landen_paul, malone_brody"
"blixt_landen_paul","christopulos_taylor_troy","wiskus_shane","richard_frederick","skirkey_ian",0,0,1,52,0,"wiskus_shane, skirkey_ian, blixt_landen_paul, christopulos_taylor_troy","blixt_landen_paul, skirkey_ian, richard_frederick, wiskus_shane","skirkey_ian, richard_frederick, christopulos_taylor_troy, wiskus_shane","skirkey_ian, wiskus_shane, blixt_landen_paul, christopulos_taylor_troy","christopulos_taylor_troy, wiskus_shane, richard_frederick, skirkey_ian","christopulos_taylor_troy, richard_frederick, blixt_landen_paul, wiskus_shane"
"blixt_landen_paul","christopulos_taylor_troy","loos_riley","malone_brody","skirkey_ian",0,1,1,52,1,"loos_riley, skirkey_ian, malone_brody, blixt_landen_paul","christopulos_taylor_troy, malone_brody, blixt_landen_paul, loos_riley","christopulos_taylor_troy, loos_riley, malone_brody, blixt_landen_paul","skirkey_ian, blixt_landen_paul, christopulos_taylor_troy, loos_riley","loos_riley, blixt_landen_paul, christopulos_taylor_troy, skirkey_ian","skirkey_ian, blixt_landen_paul, malone_brody, loos_riley"
"blixt_landen_paul","karnes_joshua_andrew","hong_asher","richard_frederick","skirkey_ian",0,1,0,52,1,"karnes_joshua_andrew, hong_asher, blixt_landen_paul, richard_frederick","blixt_landen_paul, richard_frederick, hong_asher, karnes_joshua_andrew","richard_frederick, hong_asher, karnes_joshua_andrew, blixt_landen_paul","karnes_joshua_andrew, skirkey_ian, blixt_landen_paul, hong_asher","blixt_landen_paul, richard_frederick, karnes_joshua_andrew, hong_asher","skirkey_ian, hong_asher, karnes_joshua_andrew, blixt_landen_paul"
"blixt_landen_paul","karnes_joshua_andrew","moldauer_yul","skirkey_ian","whittenburg_donnell",0,0,1,52,0,"skirkey_ian, moldauer_yul, karnes_joshua_andrew, whittenburg_donnell","skirkey_ian, blixt_landen_paul, karnes_joshua_andrew, moldauer_yul","whittenburg_donnell, karnes_joshua_andrew, blixt_landen_paul, moldauer_yul","karnes_joshua_andrew, blixt_landen_paul, moldauer_yul, skirkey_ian","skirkey_ian, whittenburg_donnell, blixt_landen_paul, karnes_joshua_andrew","skirkey_ian, whittenburg_donnell, moldauer_yul, blixt_landen_paul"
"blixt_landen_paul","karnes_joshua_andrew","wiskus_shane","richard_frederick","nedoroscik_stephen",0,0,2,52,0,"wiskus_shane, richard_frederick, karnes_joshua_andrew, blixt_landen_paul","karnes_joshua_andrew, blixt_landen_paul, wiskus_shane, nedoroscik_stephen","wiskus_shane, karnes_joshua_andrew, nedoroscik_stephen, richard_frederick","nedoroscik_stephen, wiskus_shane, richard_frederick, karnes_joshua_andrew","richard_frederick, blixt_landen_paul, nedoroscik_stephen, karnes_joshua_andrew","karnes_joshua_andrew, nedoroscik_stephen, blixt_landen_paul, wiskus_shane"
"blixt_landen_paul","karnes_joshua_andrew","wiskus_shane","loos_riley","malone_brody",0,0,3,52,0,"karnes_joshua_andrew, malone_brody, blixt_landen_paul, wiskus_shane","karnes_joshua_andrew, malone_brody, wiskus_shane, loos_riley","malone_brody, wiskus_shane, karnes_joshua_andrew, loos_riley","blixt_landen_paul, loos_riley, wiskus_shane, karnes_joshua_andrew","blixt_landen_paul, karnes_joshua_andrew, wiskus_shane, loos_riley","malone_brody, loos_riley, wiskus_shane, karnes_joshua_andrew"
