"P1","P2","P3","P4","P5","Gold","Silver","Bronze","TotalScore","MedalCount","VT","BB","UB","FX"
"biles_simone","mc_callum","miller_zoe","carey_jade","roberson_joscelyn",2,1,0,172,3,"mc_callum, roberson_joscelyn, biles_simone, miller_zoe","mc_callum, roberson_joscelyn, biles_simone, miller_zoe","carey_jade, mc_callum, biles_simone, miller_zoe","mc_callum, carey_jade, biles_simone, miller_zoe"
"biles_simone","lee_sunisa","chiles_jordan","miller_zoe","jones_shilese",1,1,2,172,2,"miller_zoe, biles_simone, chiles_jordan, jones_shilese","biles_simone, lee_sunisa, jones_shilese, miller_zoe","jones_shilese, biles_simone, miller_zoe, chiles_jordan","lee_sunisa, jones_shilese, chiles_jordan, biles_simone"
"skinner_mykayla","mc_callum","matthews_nola","jones_shilese","carey_jade",1,2,2,172,3,"carey_jade, matthews_nola, skinner_mykayla, mc_callum","carey_jade, matthews_nola, jones_shilese, mc_callum","matthews_nola, jones_shilese, mc_callum, skinner_mykayla","carey_jade, matthews_nola, skinner_mykayla, mc_callum"
"lee_sunisa","miller_zoe","jones_shilese","carey_jade","roberson_joscelyn",1,2,2,172,3,"miller_zoe, carey_jade, roberson_joscelyn, jones_shilese","carey_jade, miller_zoe, roberson_joscelyn, lee_sunisa","miller_zoe, lee_sunisa, carey_jade, roberson_joscelyn","lee_sunisa, carey_jade, miller_zoe, roberson_joscelyn"
"biles_simone","skinner_mykayla","mc_callum","chiles_jordan","jones_shilese",1,1,2,171,2,"biles_simone, skinner_mykayla, jones_shilese, chiles_jordan","mc_callum, jones_shilese, chiles_jordan, biles_simone","skinner_mykayla, mc_callum, jones_shilese, chiles_jordan","biles_simone, skinner_mykayla, mc_callum, chiles_jordan"
"skinner_mykayla","lee_sunisa","chiles_jordan","blakely_skye","carey_jade",1,2,1,171,3,"chiles_jordan, lee_sunisa, carey_jade, skinner_mykayla","blakely_skye, skinner_mykayla, carey_jade, lee_sunisa","lee_sunisa, carey_jade, blakely_skye, chiles_jordan","carey_jade, chiles_jordan, blakely_skye, skinner_mykayla"
"biles_simone","chiles_jordan","blakely_skye","matthews_nola","roberson_joscelyn",2,1,0,170,3,"matthews_nola, biles_simone, chiles_jordan, blakely_skye","biles_simone, blakely_skye, chiles_jordan, matthews_nola","matthews_nola, biles_simone, chiles_jordan, blakely_skye","chiles_jordan, roberson_joscelyn, biles_simone, blakely_skye"
"mc_callum","lee_sunisa","blakely_skye","miller_zoe","roberson_joscelyn",2,1,1,170,3,"miller_zoe, roberson_joscelyn, blakely_skye, lee_sunisa","blakely_skye, roberson_joscelyn, mc_callum, lee_sunisa","blakely_skye, miller_zoe, roberson_joscelyn, lee_sunisa","mc_callum, lee_sunisa, miller_zoe, roberson_joscelyn"
"biles_simone","skinner_mykayla","blakely_skye","matthews_nola","carey_jade",1,2,1,169,3,"blakely_skye, matthews_nola, skinner_mykayla, biles_simone","carey_jade, blakely_skye, matthews_nola, biles_simone","carey_jade, matthews_nola, blakely_skye, biles_simone","carey_jade, blakely_skye, skinner_mykayla, matthews_nola"
"biles_simone","mc_callum","matthews_nola","jones_shilese","roberson_joscelyn",1,2,2,168,3,"jones_shilese, biles_simone, roberson_joscelyn, mc_callum","mc_callum, matthews_nola, jones_shilese, biles_simone","roberson_joscelyn, matthews_nola, mc_callum, biles_simone","matthews_nola, jones_shilese, mc_callum, biles_simone"
"biles_simone","chiles_jordan","jones_shilese","carey_jade","roberson_joscelyn",2,0,1,168,2,"biles_simone, carey_jade, chiles_jordan, roberson_joscelyn","jones_shilese, chiles_jordan, roberson_joscelyn, biles_simone","biles_simone, chiles_jordan, jones_shilese, carey_jade","chiles_jordan, jones_shilese, carey_jade, roberson_joscelyn"
"skinner_mykayla","lee_sunisa","blakely_skye","miller_zoe","carey_jade",1,2,0,168,3,"skinner_mykayla, lee_sunisa, miller_zoe, blakely_skye","lee_sunisa, blakely_skye, miller_zoe, skinner_mykayla","carey_jade, blakely_skye, miller_zoe, skinner_mykayla","blakely_skye, lee_sunisa, carey_jade, miller_zoe"
"skinner_mykayla","miller_zoe","jones_shilese","carey_jade","roberson_joscelyn",1,2,0,168,3,"carey_jade, miller_zoe, jones_shilese, roberson_joscelyn","skinner_mykayla, miller_zoe, jones_shilese, roberson_joscelyn","skinner_mykayla, jones_shilese, miller_zoe, roberson_joscelyn","carey_jade, skinner_mykayla, roberson_joscelyn, jones_shilese"
"mc_callum","lee_sunisa","blakely_skye","miller_zoe","carey_jade",1,2,1,168,3,"miller_zoe, carey_jade, mc_callum, blakely_skye","lee_sunisa, blakely_skye, miller_zoe, carey_jade","miller_zoe, carey_jade, mc_callum, lee_sunisa","mc_callum, miller_zoe, lee_sunisa, carey_jade"
"mc_callum","chiles_jordan","matthews_nola","jones_shilese","roberson_joscelyn",1,2,0,168,3,"jones_shilese, mc_callum, chiles_jordan, matthews_nola","roberson_joscelyn, mc_callum, jones_shilese, chiles_jordan","roberson_joscelyn, mc_callum, jones_shilese, chiles_jordan","mc_callum, jones_shilese, matthews_nola, chiles_jordan"
"biles_simone","skinner_mykayla","chiles_jordan","jones_shilese","carey_jade",1,1,2,167,2,"carey_jade, biles_simone, chiles_jordan, jones_shilese","carey_jade, chiles_jordan, biles_simone, jones_shilese","biles_simone, chiles_jordan, jones_shilese, skinner_mykayla","chiles_jordan, jones_shilese, skinner_mykayla, carey_jade"
"biles_simone","chiles_jordan","blakely_skye","matthews_nola","carey_jade",3,0,0,167,3,"chiles_jordan, carey_jade, blakely_skye, biles_simone","matthews_nola, blakely_skye, chiles_jordan, biles_simone","biles_simone, carey_jade, chiles_jordan, blakely_skye","matthews_nola, biles_simone, carey_jade, chiles_jordan"
"skinner_mykayla","lee_sunisa","chiles_jordan","matthews_nola","jones_shilese",1,1,2,167,2,"skinner_mykayla, jones_shilese, matthews_nola, chiles_jordan","jones_shilese, lee_sunisa, chiles_jordan, matthews_nola","lee_sunisa, chiles_jordan, skinner_mykayla, matthews_nola","matthews_nola, jones_shilese, chiles_jordan, skinner_mykayla"
"lee_sunisa","chiles_jordan","matthews_nola","carey_jade","roberson_joscelyn",1,1,3,167,2,"carey_jade, lee_sunisa, roberson_joscelyn, matthews_nola","matthews_nola, roberson_joscelyn, carey_jade, chiles_jordan","chiles_jordan, roberson_joscelyn, lee_sunisa, matthews_nola","matthews_nola, carey_jade, roberson_joscelyn, lee_sunisa"
"biles_simone","skinner_mykayla","mc_callum","jones_shilese","roberson_joscelyn",1,1,2,166,2,"roberson_joscelyn, mc_callum, biles_simone, skinner_mykayla","skinner_mykayla, roberson_joscelyn, biles_simone, jones_shilese","roberson_joscelyn, skinner_mykayla, jones_shilese, biles_simone","skinner_mykayla, biles_simone, jones_shilese, roberson_joscelyn"
"mc_callum","matthews_nola","miller_zoe","jones_shilese","roberson_joscelyn",1,2,2,166,3,"roberson_joscelyn, matthews_nola, jones_shilese, miller_zoe","mc_callum, matthews_nola, jones_shilese, miller_zoe","matthews_nola, mc_callum, roberson_joscelyn, miller_zoe","jones_shilese, matthews_nola, miller_zoe, mc_callum"
"lee_sunisa","chiles_jordan","blakely_skye","miller_zoe","jones_shilese",2,0,1,165,2,"jones_shilese, lee_sunisa, chiles_jordan, miller_zoe","blakely_skye, jones_shilese, miller_zoe, chiles_jordan","miller_zoe, chiles_jordan, lee_sunisa, blakely_skye","miller_zoe, chiles_jordan, lee_sunisa, jones_shilese"
"lee_sunisa","chiles_jordan","miller_zoe","carey_jade","roberson_joscelyn",1,2,2,165,3,"roberson_joscelyn, chiles_jordan, carey_jade, lee_sunisa","miller_zoe, lee_sunisa, carey_jade, roberson_joscelyn","chiles_jordan, roberson_joscelyn, miller_zoe, lee_sunisa","chiles_jordan, roberson_joscelyn, carey_jade, lee_sunisa"
"biles_simone","lee_sunisa","chiles_jordan","miller_zoe","carey_jade",2,0,1,164,2,"miller_zoe, biles_simone, lee_sunisa, carey_jade","carey_jade, miller_zoe, lee_sunisa, chiles_jordan","biles_simone, miller_zoe, lee_sunisa, chiles_jordan","lee_sunisa, biles_simone, miller_zoe, carey_jade"
"skinner_mykayla","chiles_jordan","matthews_nola","miller_zoe","jones_shilese",2,0,1,164,2,"jones_shilese, skinner_mykayla, miller_zoe, chiles_jordan","matthews_nola, jones_shilese, chiles_jordan, skinner_mykayla","chiles_jordan, skinner_mykayla, matthews_nola, jones_shilese","miller_zoe, skinner_mykayla, jones_shilese, matthews_nola"
"skinner_mykayla","chiles_jordan","matthews_nola","miller_zoe","carey_jade",2,1,0,164,3,"miller_zoe, matthews_nola, carey_jade, chiles_jordan","matthews_nola, chiles_jordan, miller_zoe, skinner_mykayla","chiles_jordan, skinner_mykayla, carey_jade, matthews_nola","chiles_jordan, matthews_nola, skinner_mykayla, miller_zoe"
"lee_sunisa","chiles_jordan","blakely_skye","jones_shilese","roberson_joscelyn",2,0,1,164,2,"chiles_jordan, roberson_joscelyn, blakely_skye, jones_shilese","chiles_jordan, lee_sunisa, blakely_skye, jones_shilese","chiles_jordan, jones_shilese, roberson_joscelyn, lee_sunisa","jones_shilese, blakely_skye, lee_sunisa, chiles_jordan"
"biles_simone","skinner_mykayla","chiles_jordan","blakely_skye","roberson_joscelyn",1,2,1,163,3,"roberson_joscelyn, biles_simone, blakely_skye, skinner_mykayla","blakely_skye, roberson_joscelyn, biles_simone, chiles_jordan","blakely_skye, roberson_joscelyn, skinner_mykayla, biles_simone","blakely_skye, skinner_mykayla, roberson_joscelyn, chiles_jordan"
"mc_callum","lee_sunisa","blakely_skye","miller_zoe","jones_shilese",1,2,0,163,3,"miller_zoe, blakely_skye, lee_sunisa, jones_shilese","jones_shilese, lee_sunisa, blakely_skye, miller_zoe","blakely_skye, jones_shilese, mc_callum, lee_sunisa","blakely_skye, mc_callum, lee_sunisa, jones_shilese"
"biles_simone","mc_callum","lee_sunisa","blakely_skye","roberson_joscelyn",1,2,1,162,3,"blakely_skye, roberson_joscelyn, mc_callum, lee_sunisa","lee_sunisa, blakely_skye, mc_callum, biles_simone","mc_callum, roberson_joscelyn, biles_simone, blakely_skye","lee_sunisa, mc_callum, biles_simone, blakely_skye"
"skinner_mykayla","mc_callum","lee_sunisa","miller_zoe","carey_jade",1,1,1,161,2,"mc_callum, miller_zoe, skinner_mykayla, carey_jade","lee_sunisa, mc_callum, carey_jade, skinner_mykayla","lee_sunisa, mc_callum, miller_zoe, skinner_mykayla","carey_jade, skinner_mykayla, mc_callum, lee_sunisa"
"mc_callum","lee_sunisa","chiles_jordan","miller_zoe","carey_jade",1,1,1,161,2,"chiles_jordan, lee_sunisa, mc_callum, miller_zoe","chiles_jordan, lee_sunisa, miller_zoe, mc_callum","carey_jade, chiles_jordan, mc_callum, miller_zoe","carey_jade, miller_zoe, lee_sunisa, mc_callum"
"mc_callum","lee_sunisa","jones_shilese","carey_jade","roberson_joscelyn",1,2,1,161,3,"carey_jade, jones_shilese, lee_sunisa, mc_callum","jones_shilese, carey_jade, mc_callum, roberson_joscelyn","lee_sunisa, roberson_joscelyn, carey_jade, mc_callum","lee_sunisa, carey_jade, roberson_joscelyn, mc_callum"
"biles_simone","skinner_mykayla","lee_sunisa","jones_shilese","carey_jade",1,1,0,160,2,"carey_jade, skinner_mykayla, lee_sunisa, biles_simone","biles_simone, skinner_mykayla, lee_sunisa, carey_jade","carey_jade, lee_sunisa, jones_shilese, skinner_mykayla","biles_simone, carey_jade, skinner_mykayla, jones_shilese"
"biles_simone","mc_callum","blakely_skye","matthews_nola","jones_shilese",1,2,0,160,3,"blakely_skye, biles_simone, matthews_nola, mc_callum","jones_shilese, biles_simone, mc_callum, blakely_skye","biles_simone, mc_callum, matthews_nola, jones_shilese","matthews_nola, biles_simone, jones_shilese, mc_callum"
"biles_simone","lee_sunisa","chiles_jordan","matthews_nola","carey_jade",1,2,1,160,3,"chiles_jordan, lee_sunisa, carey_jade, biles_simone","lee_sunisa, matthews_nola, carey_jade, biles_simone","chiles_jordan, carey_jade, matthews_nola, lee_sunisa","carey_jade, chiles_jordan, lee_sunisa, biles_simone"
"biles_simone","lee_sunisa","chiles_jordan","jones_shilese","carey_jade",1,1,1,160,2,"carey_jade, biles_simone, lee_sunisa, chiles_jordan","biles_simone, lee_sunisa, jones_shilese, chiles_jordan","jones_shilese, carey_jade, chiles_jordan, lee_sunisa","lee_sunisa, chiles_jordan, carey_jade, jones_shilese"
"biles_simone","blakely_skye","miller_zoe","carey_jade","roberson_joscelyn",1,2,1,160,3,"biles_simone, carey_jade, blakely_skye, roberson_joscelyn","roberson_joscelyn, biles_simone, carey_jade, blakely_skye","roberson_joscelyn, blakely_skye, biles_simone, miller_zoe","blakely_skye, miller_zoe, biles_simone, carey_jade"
"mc_callum","chiles_jordan","matthews_nola","jones_shilese","carey_jade",1,2,1,160,3,"jones_shilese, matthews_nola, chiles_jordan, carey_jade","matthews_nola, chiles_jordan, carey_jade, jones_shilese","carey_jade, chiles_jordan, matthews_nola, mc_callum","matthews_nola, mc_callum, carey_jade, chiles_jordan"
"biles_simone","skinner_mykayla","mc_callum","blakely_skye","roberson_joscelyn",0,4,0,159,4,"biles_simone, blakely_skye, skinner_mykayla, mc_callum","skinner_mykayla, biles_simone, roberson_joscelyn, blakely_skye","biles_simone, skinner_mykayla, mc_callum, roberson_joscelyn","biles_simone, roberson_joscelyn, skinner_mykayla, mc_callum"
"biles_simone","skinner_mykayla","lee_sunisa","chiles_jordan","roberson_joscelyn",0,3,2,158,3,"biles_simone, skinner_mykayla, chiles_jordan, lee_sunisa","lee_sunisa, skinner_mykayla, biles_simone, chiles_jordan","lee_sunisa, roberson_joscelyn, skinner_mykayla, biles_simone","skinner_mykayla, biles_simone, lee_sunisa, chiles_jordan"
"biles_simone","mc_callum","chiles_jordan","blakely_skye","matthews_nola",1,1,3,158,2,"mc_callum, matthews_nola, biles_simone, chiles_jordan","blakely_skye, biles_simone, chiles_jordan, matthews_nola","matthews_nola, biles_simone, chiles_jordan, blakely_skye","mc_callum, matthews_nola, biles_simone, chiles_jordan"
"mc_callum","lee_sunisa","miller_zoe","carey_jade","roberson_joscelyn",1,2,1,158,3,"roberson_joscelyn, carey_jade, mc_callum, miller_zoe","lee_sunisa, carey_jade, mc_callum, roberson_joscelyn","lee_sunisa, roberson_joscelyn, miller_zoe, carey_jade","miller_zoe, carey_jade, roberson_joscelyn, mc_callum"
"lee_sunisa","blakely_skye","matthews_nola","jones_shilese","roberson_joscelyn",2,0,1,158,2,"jones_shilese, blakely_skye, matthews_nola, lee_sunisa","matthews_nola, blakely_skye, jones_shilese, roberson_joscelyn","blakely_skye, matthews_nola, roberson_joscelyn, jones_shilese","roberson_joscelyn, lee_sunisa, matthews_nola, blakely_skye"
"biles_simone","skinner_mykayla","blakely_skye","miller_zoe","jones_shilese",1,2,0,157,3,"jones_shilese, miller_zoe, blakely_skye, skinner_mykayla","blakely_skye, miller_zoe, skinner_mykayla, biles_simone","jones_shilese, miller_zoe, skinner_mykayla, blakely_skye","biles_simone, miller_zoe, jones_shilese, blakely_skye"
"biles_simone","mc_callum","chiles_jordan","blakely_skye","roberson_joscelyn",1,1,2,157,2,"mc_callum, roberson_joscelyn, biles_simone, blakely_skye","blakely_skye, mc_callum, chiles_jordan, roberson_joscelyn","chiles_jordan, biles_simone, roberson_joscelyn, mc_callum","blakely_skye, biles_simone, chiles_jordan, mc_callum"
"biles_simone","mc_callum","matthews_nola","miller_zoe","roberson_joscelyn",2,1,0,157,3,"roberson_joscelyn, matthews_nola, biles_simone, mc_callum","miller_zoe, mc_callum, roberson_joscelyn, biles_simone","matthews_nola, miller_zoe, mc_callum, biles_simone","roberson_joscelyn, biles_simone, matthews_nola, miller_zoe"
"biles_simone","chiles_jordan","blakely_skye","matthews_nola","jones_shilese",1,1,1,157,2,"biles_simone, matthews_nola, chiles_jordan, jones_shilese","jones_shilese, chiles_jordan, biles_simone, matthews_nola","matthews_nola, blakely_skye, chiles_jordan, biles_simone","biles_simone, matthews_nola, blakely_skye, jones_shilese"
"mc_callum","lee_sunisa","chiles_jordan","matthews_nola","carey_jade",1,2,1,157,3,"carey_jade, matthews_nola, lee_sunisa, mc_callum","lee_sunisa, carey_jade, chiles_jordan, mc_callum","mc_callum, matthews_nola, lee_sunisa, chiles_jordan","mc_callum, chiles_jordan, lee_sunisa, matthews_nola"
"biles_simone","mc_callum","lee_sunisa","chiles_jordan","matthews_nola",1,1,2,156,2,"matthews_nola, chiles_jordan, biles_simone, lee_sunisa","matthews_nola, lee_sunisa, mc_callum, biles_simone","chiles_jordan, biles_simone, matthews_nola, lee_sunisa","mc_callum, chiles_jordan, lee_sunisa, biles_simone"
"biles_simone","lee_sunisa","chiles_jordan","matthews_nola","jones_shilese",0,2,1,156,2,"biles_simone, jones_shilese, chiles_jordan, matthews_nola","biles_simone, chiles_jordan, lee_sunisa, matthews_nola","chiles_jordan, lee_sunisa, matthews_nola, biles_simone","chiles_jordan, matthews_nola, lee_sunisa, biles_simone"
"skinner_mykayla","mc_callum","lee_sunisa","blakely_skye","roberson_joscelyn",1,1,1,156,2,"lee_sunisa, blakely_skye, mc_callum, roberson_joscelyn","blakely_skye, mc_callum, lee_sunisa, skinner_mykayla","roberson_joscelyn, lee_sunisa, mc_callum, blakely_skye","lee_sunisa, mc_callum, skinner_mykayla, roberson_joscelyn"
"mc_callum","lee_sunisa","blakely_skye","carey_jade","roberson_joscelyn",2,1,0,156,3,"roberson_joscelyn, mc_callum, carey_jade, lee_sunisa","roberson_joscelyn, carey_jade, blakely_skye, mc_callum","mc_callum, roberson_joscelyn, blakely_skye, lee_sunisa","roberson_joscelyn, mc_callum, lee_sunisa, blakely_skye"
"chiles_jordan","blakely_skye","miller_zoe","jones_shilese","roberson_joscelyn",2,0,1,156,2,"miller_zoe, roberson_joscelyn, chiles_jordan, jones_shilese","blakely_skye, roberson_joscelyn, miller_zoe, chiles_jordan","blakely_skye, miller_zoe, jones_shilese, chiles_jordan","chiles_jordan, blakely_skye, roberson_joscelyn, jones_shilese"
"biles_simone","mc_callum","chiles_jordan","matthews_nola","roberson_joscelyn",1,1,2,155,2,"chiles_jordan, biles_simone, mc_callum, matthews_nola","biles_simone, matthews_nola, chiles_jordan, mc_callum","roberson_joscelyn, chiles_jordan, biles_simone, mc_callum","matthews_nola, biles_simone, chiles_jordan, mc_callum"
"biles_simone","blakely_skye","matthews_nola","miller_zoe","jones_shilese",0,3,1,155,3,"miller_zoe, blakely_skye, matthews_nola, biles_simone","miller_zoe, blakely_skye, biles_simone, matthews_nola","jones_shilese, miller_zoe, matthews_nola, blakely_skye","jones_shilese, miller_zoe, matthews_nola, biles_simone"
"skinner_mykayla","mc_callum","lee_sunisa","blakely_skye","matthews_nola",1,2,2,155,3,"skinner_mykayla, matthews_nola, blakely_skye, lee_sunisa","blakely_skye, matthews_nola, lee_sunisa, mc_callum","skinner_mykayla, matthews_nola, blakely_skye, mc_callum","lee_sunisa, skinner_mykayla, blakely_skye, mc_callum"
"mc_callum","lee_sunisa","chiles_jordan","blakely_skye","roberson_joscelyn",1,1,1,155,2,"chiles_jordan, lee_sunisa, mc_callum, roberson_joscelyn","mc_callum, chiles_jordan, blakely_skye, roberson_joscelyn","blakely_skye, roberson_joscelyn, mc_callum, chiles_jordan","mc_callum, lee_sunisa, chiles_jordan, blakely_skye"
"mc_callum","miller_zoe","jones_shilese","carey_jade","roberson_joscelyn",1,2,0,155,3,"mc_callum, carey_jade, miller_zoe, jones_shilese","carey_jade, miller_zoe, roberson_joscelyn, jones_shilese","mc_callum, carey_jade, miller_zoe, jones_shilese","jones_shilese, mc_callum, miller_zoe, roberson_joscelyn"
"lee_sunisa","chiles_jordan","matthews_nola","jones_shilese","roberson_joscelyn",2,1,0,155,3,"jones_shilese, lee_sunisa, matthews_nola, chiles_jordan","chiles_jordan, lee_sunisa, matthews_nola, jones_shilese","lee_sunisa, matthews_nola, jones_shilese, roberson_joscelyn","jones_shilese, roberson_joscelyn, matthews_nola, lee_sunisa"
"biles_simone","mc_callum","miller_zoe","jones_shilese","carey_jade",1,1,0,154,2,"miller_zoe, mc_callum, jones_shilese, biles_simone","jones_shilese, mc_callum, carey_jade, biles_simone","jones_shilese, mc_callum, carey_jade, miller_zoe","miller_zoe, carey_jade, biles_simone, mc_callum"
"biles_simone","blakely_skye","matthews_nola","carey_jade","roberson_joscelyn",0,3,0,154,3,"carey_jade, blakely_skye, biles_simone, roberson_joscelyn","roberson_joscelyn, biles_simone, blakely_skye, carey_jade","carey_jade, biles_simone, roberson_joscelyn, blakely_skye","matthews_nola, biles_simone, carey_jade, roberson_joscelyn"
"biles_simone","skinner_mykayla","mc_callum","miller_zoe","carey_jade",1,1,2,153,2,"biles_simone, carey_jade, miller_zoe, mc_callum","mc_callum, biles_simone, carey_jade, miller_zoe","carey_jade, miller_zoe, skinner_mykayla, mc_callum","skinner_mykayla, miller_zoe, carey_jade, biles_simone"
"biles_simone","skinner_mykayla","lee_sunisa","blakely_skye","roberson_joscelyn",1,1,0,153,2,"skinner_mykayla, blakely_skye, roberson_joscelyn, biles_simone","blakely_skye, lee_sunisa, skinner_mykayla, roberson_joscelyn","lee_sunisa, blakely_skye, roberson_joscelyn, skinner_mykayla","skinner_mykayla, lee_sunisa, roberson_joscelyn, biles_simone"
"biles_simone","mc_callum","chiles_jordan","blakely_skye","carey_jade",1,1,1,153,2,"mc_callum, biles_simone, carey_jade, blakely_skye","chiles_jordan, blakely_skye, mc_callum, carey_jade","blakely_skye, chiles_jordan, mc_callum, biles_simone","carey_jade, mc_callum, blakely_skye, biles_simone"
"skinner_mykayla","mc_callum","chiles_jordan","miller_zoe","carey_jade",1,2,0,153,3,"miller_zoe, mc_callum, carey_jade, chiles_jordan","miller_zoe, chiles_jordan, mc_callum, skinner_mykayla","miller_zoe, skinner_mykayla, mc_callum, chiles_jordan","miller_zoe, carey_jade, mc_callum, skinner_mykayla"
"skinner_mykayla","lee_sunisa","chiles_jordan","blakely_skye","miller_zoe",1,1,1,153,2,"chiles_jordan, lee_sunisa, blakely_skye, skinner_mykayla","skinner_mykayla, chiles_jordan, miller_zoe, blakely_skye","blakely_skye, miller_zoe, chiles_jordan, skinner_mykayla","miller_zoe, blakely_skye, skinner_mykayla, lee_sunisa"
"mc_callum","lee_sunisa","matthews_nola","miller_zoe","jones_shilese",0,3,1,153,3,"miller_zoe, mc_callum, matthews_nola, jones_shilese","miller_zoe, jones_shilese, mc_callum, matthews_nola","miller_zoe, matthews_nola, lee_sunisa, mc_callum","lee_sunisa, jones_shilese, matthews_nola, mc_callum"
"biles_simone","skinner_mykayla","mc_callum","chiles_jordan","blakely_skye",1,2,0,152,3,"chiles_jordan, mc_callum, biles_simone, skinner_mykayla","mc_callum, chiles_jordan, biles_simone, skinner_mykayla","biles_simone, mc_callum, chiles_jordan, skinner_mykayla","mc_callum, biles_simone, skinner_mykayla, blakely_skye"
"biles_simone","blakely_skye","matthews_nola","jones_shilese","carey_jade",0,2,1,152,2,"blakely_skye, jones_shilese, matthews_nola, carey_jade","matthews_nola, biles_simone, blakely_skye, carey_jade","jones_shilese, matthews_nola, biles_simone, carey_jade","carey_jade, biles_simone, matthews_nola, blakely_skye"
"biles_simone","skinner_mykayla","matthews_nola","jones_shilese","roberson_joscelyn",1,1,0,151,2,"roberson_joscelyn, jones_shilese, skinner_mykayla, matthews_nola","jones_shilese, matthews_nola, biles_simone, skinner_mykayla","jones_shilese, skinner_mykayla, roberson_joscelyn, biles_simone","roberson_joscelyn, matthews_nola, biles_simone, skinner_mykayla"
"skinner_mykayla","lee_sunisa","blakely_skye","matthews_nola","miller_zoe",0,4,0,151,4,"blakely_skye, skinner_mykayla, lee_sunisa, matthews_nola","blakely_skye, lee_sunisa, miller_zoe, matthews_nola","blakely_skye, matthews_nola, lee_sunisa, miller_zoe","matthews_nola, blakely_skye, miller_zoe, skinner_mykayla"
"biles_simone","skinner_mykayla","matthews_nola","carey_jade","roberson_joscelyn",0,2,2,150,2,"biles_simone, matthews_nola, roberson_joscelyn, carey_jade","skinner_mykayla, roberson_joscelyn, carey_jade, matthews_nola","roberson_joscelyn, skinner_mykayla, matthews_nola, biles_simone","skinner_mykayla, roberson_joscelyn, matthews_nola, biles_simone"
"biles_simone","chiles_jordan","miller_zoe","jones_shilese","roberson_joscelyn",0,3,1,150,3,"chiles_jordan, miller_zoe, biles_simone, roberson_joscelyn","jones_shilese, roberson_joscelyn, biles_simone, chiles_jordan","roberson_joscelyn, chiles_jordan, biles_simone, miller_zoe","biles_simone, jones_shilese, chiles_jordan, roberson_joscelyn"
"skinner_mykayla","mc_callum","lee_sunisa","chiles_jordan","carey_jade",1,1,1,149,2,"lee_sunisa, chiles_jordan, mc_callum, carey_jade","skinner_mykayla, chiles_jordan, mc_callum, lee_sunisa","mc_callum, skinner_mykayla, lee_sunisa, chiles_jordan","skinner_mykayla, carey_jade, mc_callum, chiles_jordan"
"biles_simone","chiles_jordan","matthews_nola","carey_jade","roberson_joscelyn",1,2,1,148,3,"chiles_jordan, roberson_joscelyn, matthews_nola, carey_jade","carey_jade, matthews_nola, roberson_joscelyn, chiles_jordan","roberson_joscelyn, chiles_jordan, matthews_nola, carey_jade","carey_jade, matthews_nola, biles_simone, chiles_jordan"
"biles_simone","skinner_mykayla","mc_callum","blakely_skye","jones_shilese",0,2,2,147,2,"blakely_skye, skinner_mykayla, mc_callum, jones_shilese","blakely_skye, mc_callum, skinner_mykayla, jones_shilese","biles_simone, jones_shilese, mc_callum, skinner_mykayla","mc_callum, jones_shilese, skinner_mykayla, blakely_skye"
"skinner_mykayla","blakely_skye","matthews_nola","carey_jade","roberson_joscelyn",1,2,1,147,3,"blakely_skye, matthews_nola, roberson_joscelyn, carey_jade","roberson_joscelyn, matthews_nola, skinner_mykayla, blakely_skye","matthews_nola, skinner_mykayla, roberson_joscelyn, carey_jade","skinner_mykayla, matthews_nola, carey_jade, roberson_joscelyn"
"biles_simone","mc_callum","chiles_jordan","miller_zoe","roberson_joscelyn",1,1,0,146,2,"biles_simone, mc_callum, miller_zoe, roberson_joscelyn","miller_zoe, mc_callum, roberson_joscelyn, chiles_jordan","roberson_joscelyn, chiles_jordan, mc_callum, miller_zoe","chiles_jordan, miller_zoe, mc_callum, biles_simone"
"biles_simone","mc_callum","blakely_skye","carey_jade","roberson_joscelyn",1,2,0,146,3,"carey_jade, biles_simone, roberson_joscelyn, blakely_skye","biles_simone, carey_jade, mc_callum, blakely_skye","carey_jade, biles_simone, roberson_joscelyn, mc_callum","biles_simone, blakely_skye, mc_callum, carey_jade"
"skinner_mykayla","blakely_skye","miller_zoe","carey_jade","roberson_joscelyn",0,2,3,146,2,"skinner_mykayla, miller_zoe, carey_jade, roberson_joscelyn","roberson_joscelyn, skinner_mykayla, miller_zoe, carey_jade","roberson_joscelyn, skinner_mykayla, miller_zoe, carey_jade","miller_zoe, skinner_mykayla, blakely_skye, carey_jade"
"mc_callum","lee_sunisa","blakely_skye","matthews_nola","roberson_joscelyn",2,1,0,146,3,"lee_sunisa, roberson_joscelyn, mc_callum, matthews_nola","matthews_nola, roberson_joscelyn, blakely_skye, lee_sunisa","blakely_skye, mc_callum, matthews_nola, roberson_joscelyn","lee_sunisa, matthews_nola, roberson_joscelyn, blakely_skye"
"chiles_jordan","matthews_nola","jones_shilese","carey_jade","roberson_joscelyn",1,0,4,146,1,"roberson_joscelyn, carey_jade, matthews_nola, chiles_jordan","chiles_jordan, carey_jade, matthews_nola, roberson_joscelyn","matthews_nola, carey_jade, roberson_joscelyn, jones_shilese","carey_jade, matthews_nola, jones_shilese, chiles_jordan"
