"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","ID","FullName"
"masferrer","laia","w","ESP",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","BB",12,5.3,7.466,0.1,12.666,"masferrer_laia","Laia Masferrer"
"masferrer","laia","w","ESP",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","UB",18,4.6,6.7,NA,11.3,"masferrer_laia","Laia Masferrer"
"masferrer","laia","w","ESP",2023-06-01,"2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel","FX",14,4.7,7,NA,11.7,"masferrer_laia","Laia Masferrer"
"masferrer","laia","w","ESP",2023-06-01,"2023 Tel Aviv Challenge Cup","final","Tel Aviv, Israel","UB",6,4.6,6.9,NA,11.5,"masferrer_laia","Laia Masferrer"
"masferrer","laia","w","ESP",2023-06-01,"2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel","UB",6,4.6,7.067,NA,11.667,"masferrer_laia","Laia Masferrer"
"masferrer","laia","w","ESP",2023-06-01,"2023 Tel Aviv Challenge Cup","final","Tel Aviv, Israel","VT",8,4.2,8.667,NA,12.867,"masferrer_laia","Laia Masferrer"
"masferrer","laia","w","ESP",2023-06-01,"2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel","VT",7,4.2,8.767,NA,12.967,"masferrer_laia","Laia Masferrer"
"masferrer","laia","w","ESP",2023-06-01,"2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel","VT",7,3.8,8.433,0.1,12.133,"masferrer_laia","Laia Masferrer"
"masferrer","laia","w","ESP",2023-06-01,"2023 Tel Aviv Challenge Cup","final","Tel Aviv, Israel","VT",8,3.8,7.567,NA,11.367,"masferrer_laia","Laia Masferrer"
"mason stephens","clay","m","AUS",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",107,5.5,6.7,NA,12.2,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",71,5.3,7.433,NA,12.733,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",89,5.4,7.7,NA,13.1,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",113,3.9,7.5,NA,11.4,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",98,4.1,8.2,NA,12.3,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",52,4.8,9.133,NA,13.933,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",NA,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","FX",11,5.7,6.6,NA,12.3,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","FX",7,5.6,6.766,NA,12.366,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",7,5.7,7.7,NA,13.4,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",NA,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","HB",5,5.1,8.25,NA,13.35,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",NA,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","PB",7,5,8.45,NA,13.45,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","PB",17,5,8.55,NA,13.55,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",NA,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","PH",16,3.9,7.5,NA,11.4,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","PH",31,3.5,7.55,NA,11.05,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",NA,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","SR",13,4.3,7.9,NA,12.2,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","SR",22,4.3,8.55,NA,12.85,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",NA,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","VT",5,4.8,9.3,NA,14.1,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",NA,"BIRMINGHAM 2022 Commonwealth Games","AAqual","Birmingham, England","VT",NA,4.8,9.45,NA,14.25,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","HB",8,5.1,8.35,NA,13.45,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","FX",35,5.6,7.55,NA,13.15,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","HB",45,4.9,7.05,NA,11.95,"mason_stephens_clay","Clay Mason Stephens"
"mason stephens","clay","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","SR",52,4,7.7,NA,11.7,"mason_stephens_clay","Clay Mason Stephens"
"masonstephens","clay","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","FX",NA,5.7,8.266,0.1,13.866,"masonstephens_clay","Clay Masonstephens"
"masonstephens","clay","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","HB",NA,4.5,8.2,0,12.7,"masonstephens_clay","Clay Masonstephens"
"masonstephens","clay","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","PB",NA,5.1,7.533,0,12.633,"masonstephens_clay","Clay Masonstephens"
"masonstephens","clay","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","PH",NA,4.3,7.466,0,11.766,"masonstephens_clay","Clay Masonstephens"
"masonstephens","clay","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","SR",NA,4,8.833,0,12.833,"masonstephens_clay","Clay Masonstephens"
"masonstephens","clay","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","VT",NA,4.8,9.4,0,14.2,"masonstephens_clay","Clay Masonstephens"
"matiev","askhab","m","AUT",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",92,5.3,7.3,NA,12.6,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",79,4.3,8.266,NA,12.566,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",125,4.2,8.1,NA,12.3,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",61,4.7,7.9,NA,12.6,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",102,4.1,8.066,NA,12.166,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",89,4.8,8.766,NA,13.566,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","FX",75,5.1,7.6,NA,12.7,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","HB",59,4.1,8.533,NA,12.633,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PB",67,4.2,8.6,NA,12.8,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PH",60,4.3,8.233,NA,12.533,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","SR",78,4.1,8.6,NA,12.7,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","VT",61,4.8,9,NA,13.8,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",81,5.2,7.533,NA,12.733,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","HB",59,4.3,8.3,NA,12.6,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","PB",51,4.2,9,NA,13.2,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","PH",52,4.4,8.433,NA,12.833,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","SR",67,4.1,8.866,NA,12.966,"matiev_askhab","Askhab Matiev"
"matiev","askhab","m","AUT",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",105,4.8,8.566,0.3,13.066,"matiev_askhab","Askhab Matiev"
"matsumi","kazuki","m","JPN",2023-03-09,"World Cup","qual","Baku, Azerbaijan","FX",13,6.1,7.466,0.1,13.466,"matsumi_kazuki","Kazuki Matsumi"
"matsumi","kazuki","m","JPN",2023-03-09,"World Cup","final","Baku, Azerbaijan","HB",2,5.9,8.133,NA,14.033,"matsumi_kazuki","Kazuki Matsumi"
"matsumi","kazuki","m","JPN",2023-03-09,"World Cup","qual","Baku, Azerbaijan","HB",1,5.9,8.333,NA,14.233,"matsumi_kazuki","Kazuki Matsumi"
"matsumi","kazuki","m","JPN",2023-03-09,"World Cup","final","Baku, Azerbaijan","PB",6,6.1,8.333,NA,14.433,"matsumi_kazuki","Kazuki Matsumi"
"matsumi","kazuki","m","JPN",2023-03-09,"World Cup","qual","Baku, Azerbaijan","PB",4,6.1,8.866,NA,14.966,"matsumi_kazuki","Kazuki Matsumi"
"matsumi","kazuki","m","JPN",2023-03-09,"World Cup","qual","Baku, Azerbaijan","PH",25,6,6.866,NA,12.866,"matsumi_kazuki","Kazuki Matsumi"
"matsumi","kazuki","m","JPN",2023-03-09,"World Cup","qual","Baku, Azerbaijan","SR",10,5.6,8.133,NA,13.733,"matsumi_kazuki","Kazuki Matsumi"
"matthews","nola","w","USA",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","BB",4,5.2,8,NA,13.2,"matthews_nola","Nola Matthews"
"matthews","nola","w","USA",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","FX",5,5.2,7.8,0.1,12.9,"matthews_nola","Nola Matthews"
"matthews","nola","w","USA",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","UB",7,5.6,8.05,NA,13.65,"matthews_nola","Nola Matthews"
"matthews","nola","w","USA",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT",15,4.2,8.9,NA,13.1,"matthews_nola","Nola Matthews"
"matthews","nola","w","USA",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT",15,0,0,NA,0,"matthews_nola","Nola Matthews"
"mattis","china","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","BB",16,4.2,6.6,NA,10.8,"mattis_china","China Mattis"
"mattis","china","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","BB",32,4.2,4.95,NA,9.15,"mattis_china","China Mattis"
"mattis","china","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","FX",19,3.9,5.95,NA,9.85,"mattis_china","China Mattis"
"mattis","china","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","FX",35,3.4,6.25,0.1,9.55,"mattis_china","China Mattis"
"mattis","china","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","UB",NA,NA,0,NA,NA,"mattis_china","China Mattis"
"mattis","china","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","UB",33,2.1,4.95,NA,7.05,"mattis_china","China Mattis"
"mattis","china","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","VT",18,3.6,8.2,0.1,11.7,"mattis_china","China Mattis"
"mattis","china","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","VT",28,3.6,8.3,NA,11.9,"mattis_china","China Mattis"
"mattis","tyesha","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","BB",13,5,6,NA,11,"mattis_tyesha","Tyesha Mattis"
"mattis","tyesha","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","final","San Salvador, El Salvador","BB",7,5,5.35,NA,10.35,"mattis_tyesha","Tyesha Mattis"
"mattis","tyesha","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","BB",5,5.2,6.8,NA,12,"mattis_tyesha","Tyesha Mattis"
"mattis","tyesha","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","FX",13,4.1,7,NA,11.1,"mattis_tyesha","Tyesha Mattis"
"mattis","tyesha","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","FX",27,4.3,6.8,0.3,10.8,"mattis_tyesha","Tyesha Mattis"
"mattis","tyesha","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","UB",1,5.1,7.75,NA,12.85,"mattis_tyesha","Tyesha Mattis"
"mattis","tyesha","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","final","San Salvador, El Salvador","UB",3,5.1,7.65,NA,12.75,"mattis_tyesha","Tyesha Mattis"
"mattis","tyesha","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","UB",5,5.1,7.65,NA,12.75,"mattis_tyesha","Tyesha Mattis"
"mattis","tyesha","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","VT",4,4.2,8.7,NA,12.9,"mattis_tyesha","Tyesha Mattis"
"mattis","tyesha","w","JAM",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","VT",8,4.2,8.65,NA,12.85,"mattis_tyesha","Tyesha Mattis"
"matyolo","nkazimlo","w","RSA",2023-06-01,"2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel","FX",20,4.1,6.4,0.5,10,"matyolo_nkazimlo","Nkazimlo Matyolo"
"matyolo","nkazimlo","w","RSA",2023-06-01,"2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel","VT",15,0,0,NA,0,"matyolo_nkazimlo","Nkazimlo Matyolo"
"matyolo","nkazimlo","w","RSA",2023-06-01,"2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel","VT",15,3.2,8.467,NA,11.667,"matyolo_nkazimlo","Nkazimlo Matyolo"
"mayer","greta","w","HUN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",23,5.4,7.466,0.1,12.766,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",40,5,7.833,NA,12.833,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",119,4.2,6.6,NA,10.8,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",47,4.4,8.8,NA,13.2,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","BB",18,5,7.833,NA,12.833,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2022-08-11,"2022 Senior European Championships","TeamFinal","Munich, Germany","BB",11,5.1,7.666,NA,12.766,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","FX",23,4.9,7.8,NA,12.7,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2022-08-11,"2022 Senior European Championships","TeamFinal","Munich, Germany","FX",19,4.8,7.633,NA,12.433,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","UB",61,3.9,7.7,NA,11.6,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","VT",37,4.4,8.633,0.1,12.933,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2022-08-11,"2022 Senior European Championships","TeamFinal","Munich, Germany","VT",19,4.4,8.833,0.1,13.133,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","BB",14,5.4,7.166,NA,12.566,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",99,5,6.266,0.3,10.966,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","UB",101,4,6.166,NA,10.166,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",25,4.4,8.8,NA,13.2,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","FX",23,4.7,4.866,0.3,9.266,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2023-05-25,"2023 Varna World Challenge Cup Results","final","Varna, Bulgaria","VT",2,4.2,9.066,0,13.266,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","VT",2,4.2,9.033,0,13.233,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2023-05-25,"2023 Varna World Challenge Cup Results","final","Varna, Bulgaria","VT",2,3.8,9.033,0,12.833,"mayer_greta","Greta Mayer"
"mayer","greta","w","HUN",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","VT",2,3.8,9.033,0,12.833,"mayer_greta","Greta Mayer"
"mayol","santiago","m","ARG",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",59,5.4,7.833,NA,13.233,"mayol_santiago","Santiago Mayol"
"mayol","santiago","m","ARG",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",84,4.7,7.8,NA,12.5,"mayol_santiago","Santiago Mayol"
"mayol","santiago","m","ARG",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",79,5.1,8.2,NA,13.3,"mayol_santiago","Santiago Mayol"
"mayol","santiago","m","ARG",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",57,5.6,7.133,NA,12.733,"mayol_santiago","Santiago Mayol"
"mayol","santiago","m","ARG",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",127,4.5,6.6,NA,11.1,"mayol_santiago","Santiago Mayol"
"mayol","santiago","m","ARG",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",71,4.8,8.933,NA,13.733,"mayol_santiago","Santiago Mayol"
"callum","mc grace","w","USA",2021-07-25,"Olympic Games","qual","Tokyo, Japan","BB",32,5.2,7.866,NA,13.066,"mc_callum","Mc Grace Callum"
"callum","mc grace","w","USA",2021-07-25,"Olympic Games","qual","Tokyo, Japan","FX",16,5.6,7.966,0.1,13.466,"mc_callum","Mc Grace Callum"
"callum","mc grace","w","USA",2021-07-25,"Olympic Games","qual","Tokyo, Japan","UB",22,5.8,8.3,NA,14.1,"mc_callum","Mc Grace Callum"
"callum","mc grace","w","USA",2021-07-25,"Olympic Games","qual","Tokyo, Japan","VT",13,5.4,9.133,NA,14.533,"mc_callum","Mc Grace Callum"
"mc ateer","ewan","m","IRL",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","FX",89,5.1,7.3,NA,12.4,"mc_ateer_ewan","Ewan Mc Ateer"
"mc ateer","ewan","m","IRL",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","HB",84,4,8.2,NA,12.2,"mc_ateer_ewan","Ewan Mc Ateer"
"mc ateer","ewan","m","IRL",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PB",88,4.2,7.966,NA,12.166,"mc_ateer_ewan","Ewan Mc Ateer"
"mc ateer","ewan","m","IRL",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PH",83,4,7.733,NA,11.733,"mc_ateer_ewan","Ewan Mc Ateer"
"mc ateer","ewan","m","IRL",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","SR",101,3.9,8.033,NA,11.933,"mc_ateer_ewan","Ewan Mc Ateer"
"mc ateer","ewan","m","IRL",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","VT",12,5.2,9.366,NA,14.566,"mc_ateer_ewan","Ewan Mc Ateer"
"mc ateer","ewan","m","IRL",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","VT",17,5.2,7.966,NA,13.166,"mc_ateer_ewan","Ewan Mc Ateer"
"mc clenaghan","rhys","m","IRL",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PH",9,5.9,8.3,NA,14.2,"mc_clenaghan_rhys","Rhys Mc Clenaghan"
"mc clenaghan","rhys","m","IRL",2023-04-11,"2023 Senior European Championships","final","Antalya, Turkey","PH",1,6.4,8.266,NA,14.666,"mc_clenaghan_rhys","Rhys Mc Clenaghan"
"mc clenaghan","rhys","m","IRL",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","PH",1,6.4,8.566,NA,14.966,"mc_clenaghan_rhys","Rhys Mc Clenaghan"
"mc clenaghan","rhys","m","IRL",2023-02-23,"FIG Apparatus World Cup 2023","final","Cottbus, Germany","PH",5,6.4,8.3,NA,14.7,"mc_clenaghan_rhys","Rhys Mc Clenaghan"
"mc clenaghan","rhys","m","IRL",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","PH",5,6.2,8.533,NA,14.733,"mc_clenaghan_rhys","Rhys Mc Clenaghan"
"mc clenaghan","rhys","m","IRL",2023-03-09,"World Cup","final","Baku, Azerbaijan","PH",2,6.6,8.333,NA,14.933,"mc_clenaghan_rhys","Rhys Mc Clenaghan"
"mc clenaghan","rhys","m","IRL",2023-03-09,"World Cup","qual","Baku, Azerbaijan","PH",6,6.5,7.7,NA,14.2,"mc_clenaghan_rhys","Rhys Mc Clenaghan"
"mc clenaghan","rhys","m","IRL",2023-03-01,"World Cup","final","Doha, Qatar","PH",2,6.3,8.733,NA,15.033,"mc_clenaghan_rhys","Rhys Mc Clenaghan"
"mc clenaghan","rhys","m","IRL",2023-03-01,"World Cup","qual","Doha, Qatar","PH",3,6.4,8.133,NA,14.533,"mc_clenaghan_rhys","Rhys Mc Clenaghan"
"mcclymont","matthew","m","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","FX",30,3.5,8.6,0,12.1,"mcclymont_matthew","Matthew Mcclymont"
"mcclymont","matthew","m","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","HB",20,3.1,8.95,0,12.05,"mcclymont_matthew","Matthew Mcclymont"
"mcclymont","matthew","m","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","PB",25,2.8,8.55,0,11.35,"mcclymont_matthew","Matthew Mcclymont"
"mcclymont","matthew","m","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","PH",21,3.1,7.55,0,10.65,"mcclymont_matthew","Matthew Mcclymont"
"mcclymont","matthew","m","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","SR",32,3.7,6.65,0,10.35,"mcclymont_matthew","Matthew Mcclymont"
"mcclymont","matthew","m","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","VT",27,4,9,0,13,"mcclymont_matthew","Matthew Mcclymont"
"mcdonald","kate","w","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","BB",32,5,6.7,NA,11.7,"mcdonald_kate","Kate Mcdonald"
"mcdonald","kate","w","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","FX",25,4.3,7.55,NA,11.85,"mcdonald_kate","Kate Mcdonald"
"mcdonald","kate","w","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","final","Stuttgart, Germany","UB",6,4.6,6.5,NA,11.1,"mcdonald_kate","Kate Mcdonald"
"mcdonald","kate","w","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","UB",3,5.6,8.4,NA,14,"mcdonald_kate","Kate Mcdonald"
"mcgillivray","conor","m","AUS",2023-06-08,"2023 Osijek Challenge Cup","qual","Osijek, Croatia.","FX",16,5,8.25,NA,13.25,"mcgillivray_conor","Conor Mcgillivray"
"mcgillivray","conor","m","AUS",2023-06-08,"2023 Osijek Challenge Cup","qual","Osijek, Croatia.","VT",15,4.8,8.8,0.1,13.5,"mcgillivray_conor","Conor Mcgillivray"
"mcgillivray","conor","m","AUS",2023-06-08,"2023 Osijek Challenge Cup","qual","Osijek, Croatia.","VT",15,4,8.85,NA,12.85,"mcgillivray_conor","Conor Mcgillivray"
"mcgillivray","conor","m","AUS",2023-06-01,"2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel","FX",10,4.8,8.2,0.1,12.9,"mcgillivray_conor","Conor Mcgillivray"
"mcgillivray","conor","m","AUS",2023-06-01,"2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel","VT",4,4.8,9.3,NA,14.1,"mcgillivray_conor","Conor Mcgillivray"
"mcgillivray","conor","m","AUS",2023-06-01,"2023 Tel Aviv Challenge Cup","final","Tel Aviv, Israel","VT",5,4.8,9.35,NA,14.15,"mcgillivray_conor","Conor Mcgillivray"
